percentile	Dtr
0.00	1.66665000017e-06
0.05	0.00207348927875
0.10	0.00382245380783
0.15	0.00536169673947
0.20	0.00649780701754
0.25	0.00759989711934
0.30	0.00802627413739
0.35	0.00873376623377
0.40	0.00869528619529
0.45	0.0086881572931
0.50	0.00879286694102
0.55	0.0088127304794
0.60	0.00776032480894
0.65	0.00776669832225
0.70	0.00656399596876
0.75	0.00629766803841
0.80	0.00504732510288
0.85	0.00377680948923
0.90	0.00251760402378
0.95	0.00145711500975
1.00	0
